"Notes","County of Residence","County of Residence Code","Mother's Hispanic Origin","Mother's Hispanic Origin Code",Births
,"Oneida County, NY","36065","Hispanic or Latino","2135-2",236
,"Oneida County, NY","36065","Not Hispanic or Latino","2186-5",2017
,"Oneida County, NY","36065","Unknown or Not Stated","9",Suppressed
,"Onondaga County, NY","36067","Hispanic or Latino","2135-2",352
,"Onondaga County, NY","36067","Not Hispanic or Latino","2186-5",4123
,"Onondaga County, NY","36067","Unknown or Not Stated","9",Suppressed
,"Ontario County, NY","36069","Hispanic or Latino","2135-2",86
,"Ontario County, NY","36069","Not Hispanic or Latino","2186-5",839
,"Ontario County, NY","36069","Unknown or Not Stated","9",Suppressed
,"Orange County, NY","36071","Hispanic or Latino","2135-2",1500
,"Orange County, NY","36071","Not Hispanic or Latino","2186-5",4181
,"Orange County, NY","36071","Unknown or Not Stated","9",49
,"Oswego County, NY","36075","Hispanic or Latino","2135-2",30
,"Oswego County, NY","36075","Not Hispanic or Latino","2186-5",1081
,"Oswego County, NY","36075","Unknown or Not Stated","9",11
,"Queens County, NY","36081","Hispanic or Latino","2135-2",8635
,"Queens County, NY","36081","Not Hispanic or Latino","2186-5",15108
,"Queens County, NY","36081","Unknown or Not Stated","9",201
,"Rensselaer County, NY","36083","Hispanic or Latino","2135-2",136
,"Rensselaer County, NY","36083","Not Hispanic or Latino","2186-5",1382
,"Rensselaer County, NY","36083","Unknown or Not Stated","9",Suppressed
,"Richmond County, NY","36085","Hispanic or Latino","2135-2",1200
,"Richmond County, NY","36085","Not Hispanic or Latino","2186-5",3661
,"Richmond County, NY","36085","Unknown or Not Stated","9",21
,"Rockland County, NY","36087","Hispanic or Latino","2135-2",1434
,"Rockland County, NY","36087","Not Hispanic or Latino","2186-5",5083
,"Rockland County, NY","36087","Unknown or Not Stated","9",95
,"St. Lawrence County, NY","36089","Hispanic or Latino","2135-2",22
,"St. Lawrence County, NY","36089","Not Hispanic or Latino","2186-5",896
,"St. Lawrence County, NY","36089","Unknown or Not Stated","9",73
,"Saratoga County, NY","36091","Hispanic or Latino","2135-2",87
,"Saratoga County, NY","36091","Not Hispanic or Latino","2186-5",1846
,"Saratoga County, NY","36091","Unknown or Not Stated","9",Suppressed
,"Schenectady County, NY","36093","Hispanic or Latino","2135-2",150
,"Schenectady County, NY","36093","Not Hispanic or Latino","2186-5",1580
,"Schenectady County, NY","36093","Unknown or Not Stated","9",Suppressed
,"Suffolk County, NY","36103","Hispanic or Latino","2135-2",5665
,"Suffolk County, NY","36103","Not Hispanic or Latino","2186-5",9796
,"Suffolk County, NY","36103","Unknown or Not Stated","9",29
,"Tompkins County, NY","36109","Hispanic or Latino","2135-2",53
,"Tompkins County, NY","36109","Not Hispanic or Latino","2186-5",590
,"Tompkins County, NY","36109","Unknown or Not Stated","9",Suppressed
,"Ulster County, NY","36111","Hispanic or Latino","2135-2",227
,"Ulster County, NY","36111","Not Hispanic or Latino","2186-5",1136
,"Ulster County, NY","36111","Unknown or Not Stated","9",Suppressed
,"Westchester County, NY","36119","Hispanic or Latino","2135-2",3679
,"Westchester County, NY","36119","Not Hispanic or Latino","2186-5",6012
,"Westchester County, NY","36119","Unknown or Not Stated","9",11
,"Unidentified Counties, NY","36999","Hispanic or Latino","2135-2",1264
,"Unidentified Counties, NY","36999","Not Hispanic or Latino","2186-5",14766
,"Unidentified Counties, NY","36999","Unknown or Not Stated","9",294
"---"
"Dataset: Natality, 2016-2024 expanded"
"Query Parameters:"
"States: New York (36)"
"Year: 2023"
"Group By: County of Residence; Mother's Hispanic Origin"
"Show Totals: Disabled"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 1,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/natality-expanded.html for more information."
"---"
"Query Date: Sep 19, 2026 1:27:46 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Natality on CDC WONDER Online Database. Data are from the Natality Records 2016-2024, as compiled from data provided by"
"the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed at"
"http://wonder.cdc.gov/natality-expanded-current.html on Sep 19, 2026 1:27:46 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"---"
Caveats:
"1. 'Suppressed' appears when the data do not meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/natality-expanded.html#Assurance of Confidentiality."
"2. Each birth record represents one liveborn infant."
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all"
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties."""
"4. Bronx, New York (FIPS code 36005) represents Bronx Borough, New York City."
"5. Kings County, New York (FIPS code 36047) represents Brooklyn Borough, New York City."
"6. New York County, New York (FIPS code 36061) represents Manhattan Borough, New York City."
"7. Queens, New York (FIPS code 36081) represents Queens Borough, New York City."
"8. Richmond County, New York (FIPS code 36085) represents Staten Island Borough, New York City."
